line_id,jv_id,account_number,auxiliary_id,debit,credit
2151,2644,JN0itJ0FCqYfuFUxfg7pwTrQYSYFLub6yFc4GrKaZ0EfEFUljz,V5RJVzgTpmVdnZws7St0hAspVhhawMEvDskcWL5h4CSq4RYKEG,893.61,560.37
2152,2297,IMMLlRouVoKpqej0wXqbOOeYqEmPQ5EczPNcjnfMGEoeJ1yTwx,8fxpNbMeYfSnsRqH09BWY6GfCraqj2eY10nnzpMAJRbgHRP9c5,275.46,870.46
2153,2377,TKxVF9BNCE9P1yG1iIMsylcCPa7Ljq8frRCCEzccXlcq5xeG6y,402upIskkG00ZUh52kb72f9LpkGiCtkoVeV0mW8m2AcUBFAewm,797.76,755.79
2154,2119,8fD3md6W7VMS6MWGaXs7qqKCi2te84z0Qvpr5QUh3HrV5uVgY2,8F7Lr5c0vMuVtD8HMAI1zgNimH3dpt0Gz3LBa4rj0DLRepQxqB,684.91,32.74
2155,2045,o0geb2scwm9zGPgtBF7JXEdpjLNfRiHMPhiJKVphEWYxkH1sif,udILCRa8TtNk21z9vcjnfYrHQZrzbzutDoJPSEYRC0gaAavcOH,237.30,170.55
2156,2923,K9LE4IPL7xMr6d0CiWUHf0fimExRiGcSqCNQL5t3WEu8SeYKeU,cIGNdg2anQ0lR1qKQbMP0wmIJG3ZACNhZdV3LnUWAPlf6xsJhi,483.43,175.50
2157,2568,mpBDHGisvLA5vetDj0nubUnAaddYlFAEthyyxWAqydHZEeTRRL,lFYlIQ78pXQy2thi0fG17PkwugFgaZiv6aFfWYDSi729eaxRHZ,596.92,571.70
2158,2420,8irtes3VYpzFyiC10yEuI3Qac0isLB5XLjbbtvNmclca6xvl8b,ywDPxsduEkGCjwk3c478nigMildIw0cU3N2LKRguZ93dJdxhRx,863.22,528.02
2159,2574,LvcMsMh0PM4qlzpC0cHeqSpfPAiia2RJGSVHe4jDWx63ikGepQ,tkDqHjfsAOFKfJ6W5ztAKLIz6OiuVqVMjjbyFDxaWfTA0pCVJ5,858.14,63.23
2160,2244,RGWGY63dWiuSh3tTaPFMcjPSixRUrkhor4VxyJuxjgomYUjBxE,La4QfkKu13TLO9BI26yKi5ZJQQTsfvo9zVeOylpijhWKXXL4fs,717.34,166.19
2161,2575,qC2tqMEQN10EovdCI5wvvzXId1vn8gQqy8nNfAqbGrEBimA52t,7ZcQTQC9DCl6pvtlxTwb2R5M5fzxf5c0Ke5qfrdUBnEZamO0nx,430.51,367.76
2162,2931,NXSSl0YA5oVKT85FKmJAX0yf9UOq7XmrYwtC9qsZcf9WarPm8I,4Yt5BaPu0jmFKxSpiiNwnR7pApE5EZLWJU5mwu7HSDgd029yQ8,377.90,489.75
2163,2282,u8k1zZAm1n1cWwKVTJxYEIwKCbz1m34fUEyRQBodIiEIZoUK5P,UfNRHTwXWgdCw0pNaULcJ5LXtkepEpwJ1e6ntSbB5hmPtPvmZA,448.05,92.30
2164,2288,FJaowDOBY0SYPevV5AVqNewFd0mKvdwvgqLnUYjqkla5hAt9Ir,a6mRT96uDNjx8UFvIQ5aDFs5RsxEYtQiNMUel5z7FuwAUlpjVs,196.00,654.35
2165,2766,RedEIL6b88QZLlDb9cS48CGZSvkdnjL3AfJvV09FUKotAvdWrm,Lrox7YBgKaYCdG1IgYYux09SaKyjsaYlc4BY9kUxQ0RdYluGSh,982.98,453.25
2166,2541,Fdy0JTOFexLkJe8yY9LO24WPNCli7OW8rx4DXaEK3K5QqrwGYx,ddjWgH8oiE0S8s1jmSMOveMCBRTpRjbyV9hkbOo5G4aRwt4POa,500.82,773.04
2167,2450,FtwHu5SEeapxrGhO8DusxUmqDay6itwWnlzbOWRPLo328Li6DQ,sEyixwxCxrLCaTjMu4GIyj1efQMr95Ypb3MloxJFqATc0gghA9,127.09,863.98
2168,2629,0K3UHGeQ6fx9kFuGfcJOd4rBwSRShgOzLdkLf9LNVFbMmOl0oQ,dI9Xvc7iYnUUh165lPL2VH84wwr2kbrsNiDePqWLE9ILoEqKNB,743.22,950.10
2169,2216,oHthP8JDpfJWSCfCgp1VKindV5FtyEOFMQdiiOF12kBbb8fL22,wgCFcxeezxcQbrC2PK9Exh8avs0uzlK3hoYQRrchkRQgwOumI8,569.39,846.81
2170,2786,9zGOpONczWTKW9zWQTFTY1AucAe9wUMhR3LrIUJ5i2YfIUcQyI,zgv9UIOI8uaCBN8WSuf1Q6s0SFaEWoCKh6f3gWOYEvB0StzcdA,711.13,358.81
2171,2466,kE4d7wdt9sI51lgPSy0F0vOJ7GyA1wBm8aTBNT5UTyDzawdvA5,nbzrzjEUAtGJ2hOtOHrj8oK6NFFHaPU7JFl5uBoh2KWJGukrcH,112.85,473.97
2172,2858,CJIQRMi4NXhINXzeS7A5e5pu3FNNH9utdiRQiGDQt0mlUmiqAH,ccEOWjoq8uh1PLH1T6evbTjVkCLOdGgGI5nJ1vxjqr87rqT4Mr,665.53,231.58
2173,2093,ahxEAGd64xFOvvI52wxzdChC30gbLPleyVhSFy5exVj7cvkJdF,kztR6GnjwVfZMNmZE4nCv3qLtUSIOvFnZCNyId4XlktlWvFZuV,631.02,713.31
2174,2982,SzXiNgHh75zVLN0RmG3eqFyW0LOsmPFFa96Ng927FhTSIvbWjp,8GxHD0TgXM41XJI14BkVq3sUfbXADcBS1IcRHgTdTzOZI5wftW,844.53,244.58
2175,2758,QZ6iWLKCMJGx8Yfm9tKEDvx8xyUeejlN5wpA95HQfaYc1iq0kj,lZxvgDxw0EYPzqUODrG0XFiCvN5u5h35OR6FpM79Zdb1iVXYWz,415.05,151.76
2176,2021,B9nhpf0pcm1f50QRdnvFPtZJZlCYHJOTfyqZnCX2GBqOemKES5,Sy9MdcJges5Sg5xoTvu3h153ocRcEGEMrVAZDa1e2QOk26b0Oi,30.97,464.30
2177,2507,nTgNGzfheYdkuozsNUuQQzHqcJMscSik4LssfWzoFuUW9WQeEY,NzgFy9fErjLdYkkzyWhqg38rd97DSK9AuufD4NTXvV3G8SaJlY,501.52,925.40
2178,2466,KNwfzkJhN2r7hpBcm7ky0hhK5cQRnnV5CZ8NWgbwVYlRmBbH3v,yIIAtMZKl3WF0JNjn856PhwimQ7oBRCeFe5DgWszp90b2M99Lx,785.98,46.69
2179,2778,XQJQNBAhtGg4hKPCO092zMhv323K2yh92ym26QGFjQ0sbWhM3Y,Q16uPotjcoJNPUFnpaozlKcEKhzHA2u9g0lg4T5jQaxz8sCh0b,479.27,808.30
2180,2337,NzSJqcfFj9tzapkmHEn2nxkym2WLeWyUGKK6w6CoeHLohcEmHM,Q3oaSALTn5ZN9xZF8srCb59FhNiBKUvEqOhdcvs3vVWcMGDH0v,928.01,459.57
2181,2640,qRu9ejs8OVam0OXZmQlZOl0Qn2ITfdsRJCLmRUnedeyxEvIMne,R06kLIcEUbR18knnlJNh6QftywfTlGvsOUIQQndUP3htlOWXwA,855.96,428.32
2182,2326,C0BDcmvQ3jEZ44qSNDzMexjTbZgc2nfFmt3CpkNFWBXBxrp2Dh,96uKE90HQxCZaoxPc1pxoZlJgPHZsuLZQkf1C5rKTPx1EBNo0A,41.17,828.93
2183,2961,p3meU6IX42DlLINpgTvgOdWhKVZYKBi1VRPPHSXEINVNAvOMCy,gPhPDBpip6yZAVUhs9TzkeOG2QHOTnK2QIqq4eBLU3Jbb8OVC9,334.61,122.87
2184,2039,PthVXuiC6UBiNiZzjvnqCBRHZm4FPBLYIbmGObMDDntDNPoUST,xzQ76HfbQhbXr2ICccWlchdaSiVrGikokdauul2L48dSbmEaLG,535.31,859.44
2185,2232,6HWnfkJAP6LzBYDyIwgbVwQpyrEgNu0wRqq2LPKL9iFRkeVvQf,tDDOdqMVOjABjoShfxoj735M5etYTNFd5zl2WMh8y17A3c0vXy,617.04,365.84
2186,2630,qMdc97Qpn95fL22S9cc88BNW5BZ75bg5t6DIYvzOSVrIav0cZP,437fEGpYUYf22jSKu0XKoQGz6s0Tqg4S92XvBJKsMOGa2LnXBf,937.31,293.71
2187,2379,URgSejmrW4sHPkmB3xSDMdvdsbOLWEOps3FarqfClw6HNELb17,rGy7rof4v2ofW4kHOue6SdrGD9STbDYYLSlNbBpMwW9lHxJotG,979.88,716.18
2188,2131,eqiUnHbPw5e4bNskspCRWTXMU6vq1l4aEvtS9OvbhzxzvUKgsS,YWzt5KCVZi1BBjO3dNmoZ8rOMffKSLxo4rHugs8LS2wiEEpE28,544.92,829.79
2189,2934,htgqzmOslRMJH00FAWNIqeZadcKZFvJPgSAgvOYukwE8Yco3W7,bnEBczmol1O66FmuYtGgTXyDKoRVsw2OfvMcsPKFVLQsSGSdPI,822.10,456.61
2190,2413,Z3T6L9neAUpCOwNUFm5D2ZW9T26K0MQGm2OgiFiUQMUIqC9vXU,XxNlNFpuxXpy3gWLVgbi0SbOtg6nvab2fM5UKnhN9kn3qg1nAS,115.83,726.08
2191,2921,yQUdiMYe9CMQM8LIOeSPY6nDyHVqvrdqUT3MNgmwC6D4ViVnX8,0L8HKIky0X7LFQxBCTD4T4GB6MvMboQ9bZ4uWSrd3xwOvddu2r,996.78,550.78
2192,2219,Ur0r0ywO0WNcb7HEyTxEr2FxHUTIMqgfZuiQcFWqx3jWgaL5T9,Lw5Mukh6CRIif9RmtLQKdvZtu1qthn69EPOemJ9ODUetstaUmJ,488.24,990.44
2193,2997,zESHYCbOTb9nuwmrXr6CnM61NCzHyy7D5BDWHAD1QUGV0sHsCD,CWEyPn5oQ6s0OAZok3zSdD824tg4kJ0nW5sG40MHYi2mO2qlxG,307.23,104.24
2194,2475,hBiCc8AJaQV06eeZODAJstsGALyIzeOMANdx7Uj6BxDRiFQM1f,p8Yer03QNpBnHCYwWUn99VkkDXMQQkGpUliZSQ6EWcVRp2kAcj,808.88,773.92
2195,2674,LjjoInNDWf37NvNqPPRweHd7VUwpcESBecccGXTnojh0qQulTD,s0FvX6MGsof0tuvPLsYH1Osc5DhXBaF042jKTH9hOhOKoQ7sNm,579.63,6.28
2196,2914,K0g5qoFIiMfZ9teSHBE9iI2q5GTkXZbs6NDjJNkDk4aKLo0mnb,sUDN21eV4HiFY5YmQRmf404Boo2cvxe6H3jixQqmhpqb6m41oN,103.40,851.40
2197,2344,jP6xkXMFq84y0u1ONQGg3b9D8FoiOeIitxVhdZsOrvmOxnnh75,7dOJuuvtR0Jn74i6hRBreTvVibkPONNo5tXfhlAob247DBF931,359.74,777.05
2198,2241,kKCha2hQS84ZwTlcbbLiVBi2LSSl1F6VUTQhyn4atRvLz03cmy,2CNM96RzSMubDr1h2loy1f3iIZWf1ru2AZ4vfuSw4YUDNRZQhR,407.34,683.22
2199,2866,XHjXQCiDQgh41RQFipwZmiLRRM0v8tF2Vdd4SOJ4FxPEoyn4n1,D87veNPROYZQfk2QefN7YcsD8jSsBPskG3cUF1jYxaMMb9CtaY,694.86,697.88
2200,2361,C2GnFHR5379HaR06DHoYOHNmFglkOMTnRgGBMgZ9cNxJmnBZ8Q,urA3owbTPtoE9l25BHIYMKVa1ul60poBspdIj2HXgvlg0k70vu,910.66,52.79
2201,2189,gqsn2OpiRxo3Rt3HuliT2buj4GLGPUvz9Y9m5xMz75yVAzo6bW,ZmoqI3OfbqmCfqUrCDcZlxaWPdoLyWLpER2hKTacOaniFvioeI,952.62,410.73
2202,2792,7J41tPK9xSfESQqLi6D1QrfXr8NemKXf2CFdOSaQGSe55jEQIP,bi5BXgVB6tWTB0wgfuTiEJdJ6AX6wQPIoklss2kLAWFPIk9RRC,880.39,475.58
2203,2785,Lmtmdy8rixQjwYx5OY3yxfpdMbevXud1OuyW3O663QCHetvfrV,xJA8TgXMrojCglWn7ZthImyQC6PjBtsdyYRU2kJ3lBPnpSx9aN,523.06,35.44
2204,2544,GJ2ic1qfkcTMXBZN6PSIBlUS0aaZ8wRZXd0XOapiB9J93c9cPj,91j4qHTr43UrPHgjFsOOKSSRc6P1tNoGOoDGbMZZmEd93EZnik,749.54,545.16
2205,2464,fxnfYm6zLuk7zZKLhZwsIW4xGBLwQ6t697EwmRIgfJUDONib57,7CfjksbiaZYmz6VRVCX4HhaFSsLCsObvjoXc2gPzJLkyhb7Lu5,429.40,851.73
2206,2136,vfpPBtMyeIXxDv2mkEHeCLUg5V3ADhc9FnxHQRjVcpYGece06W,tLcWDF4VBlC9zfcXWLNGP1Zxx3GIQ5TofW5WOadgwjFyql1KG3,106.28,123.43
2207,2545,w71LPT6vjlBvH9kaiTwDW7UUez9LVocCbP60fcalBcKRJog9xK,S0PWgFUbVeQpy2oAx2I6R4HjaykPKVjHZNVbH5LAjbjidreh7H,268.24,289.61
2208,2449,4d2ZRFuabnhxXf43FM480JHfPBxHdROSvk7OVsN2ZRdViSyFa6,WZqpEVGFZrPrbons38XI5IY0AnoJQ9z4GMFK8vzPBEG52w5EZ2,461.35,29.92
2209,2384,X4sQ9CzXpTvTa1awBTrga7KruOTsRrgKDKBcRri6CYO6lVfLVO,JQrAvqmMWNlIyk9hOsA4FvUfIgdncoZXyB2NKYQIltyLpjG8wM,79.83,749.47
2210,2760,kr6KCP1cd7DvujmsxCmXegQG7AUQ8WMG8EveE4gByM8YUhAwBp,1BoYSC3ouCV52cJGvz2CBJ0eNadAPd4kV6OLkuG6Wz0HoyTrEX,743.70,458.65
2211,2518,QqZWpyJNr086PXuIGlwP1RdkF9bjhpIlZAhfSphtW4AsamLzaD,LEfGqP1srjoC9RvrsCvkcycscxiTgJlcSoO7UFsxqD8X1mTzck,822.70,620.88
2212,2726,ppClW0FfadkLgyvDSiXJwQK4jlwRrDcwK6i5QXdayItk350xP9,VK4w0XX1UbFVWh1y8Ba7ARTQcE4N4jlwyTpWBfTVPY99GEuZ1C,307.98,898.61
2213,2679,rcQ28dHnuN76Nt4X3zgPVx681In6XX9lDTzeuG6ZzN00jf6gMP,YUbthnkRgeApg1sWtJJeqx8lp6Hrv1XjNkvmpYZ1BEHMqiVFvN,297.51,640.63
2214,2897,QRmSveJhdFPG9EsDF8IsIGTYloMi69tiEpihlcyx6FbcVC0jBJ,6khqKvzeP7ofedWBl5giLyDba18gLdSpy8ID98xwNS3yMDu2Qz,242.93,183.60
2215,2084,iGGqPqx3ydonBgEEm8fhS7bknMxY5O9fq4ZUPcOGQHJ4V5mAgJ,F5knxtZiEmDr7V9W2zI1muGFGU20dHpnlJiVTTQr6T8NdRZLiN,323.46,330.98
2216,2656,NtTIp09GkEozCRKvZfGtmrcnT0ctYhFGbNRCxHCJDHfBqxKpkc,bUXXkyzrMR2KKXULQkaOu7DIvUwy5E83Axg66quaSBgJ6YhtcN,261.13,219.84
2217,2169,v7nxM831o5qoQ04QM4NIiDArnoDvJPzyrmME21IydgXxKy1Y97,Ejw9sR5SFsYKqs1fZI2fjNuWNVolcwt5RXKE9Kw06aKF1ubCMW,363.82,75.80
2218,2242,dW35xU9hgibD9c54eyHkqan3hahyEBPrD27T3iP4iO0C7MmbQN,t67EnA5ETNZE6s6cssZE5qtKsbAId9xcltIgvPR0TWggmy8oYj,463.25,279.84
2219,2542,x2LiXB7H2bJlQX6TxGivA1Lu2XDI7Bl88wH4Q41uyrGchxZTSb,vvx7MZ6EsrEUD1ekKsjwkTH9PbV1a6g518XX4XbwvtppjywEpv,496.44,759.84
2220,2318,eesqvyT0H6WbgyXroXloeYGgTUhWzZvdjFd7CPeHDcMN9af2r2,u2tgwpFUFwt208ZMIfpNDeZoc5aYBHzicpzNX4sqP0K6MccCsA,964.27,409.89
2221,2689,3QIbwgElQ3jbTt59Ddkv5VYgG3zrbwfKVLzl5uZAzlEOwInwHu,mbxph9E5hCmgbmDnsxtx52yRMuBUSrXavnMB79Q73g6aNTDYT4,229.39,921.22
2222,2958,ZrLftQe3fUFyRB8SXUn6j8Jveqp8yPDa1uyOpfkwyRURpZIqPP,8ZvKwuMchGoDC7uZzAVWaiwJMLgVYbDNrxvrhvkZSgT3YilSeD,988.01,855.84
2223,2043,dUGr3pjtElFBuXqmCS81T9C7qJlIX85dXMggdnOdbz2gpKHoGP,cXed6WZPSsqwFmv04pL0A4rOT6uh24tmUOVkiGdKQk5NfpsYhV,921.62,457.28
2224,2686,WAnH7KSfry7ZHTVIZe7TgOqdunbW7FzedAaClmb3yr03Je1CD0,5OewVQVLZcztAuxR6JIHzExEJ4HbfdBxHobEdEZjgb8f770YCh,638.97,749.09
2225,2968,DXVqMuFMCe7foWqW0VqguMp2w2o3WRvWY8SnV2nZnkT8NL8r5T,LfON8RQRsHHE6xwPQsDfdzgMrGspV9PgotCvJX0vqyoiAYmd0z,210.20,305.91
2226,2781,UpodRfeMwZvy6oRGCrWkaFXPzo1gwkORk2WX6upSKOIGnnIkq9,OecS36VGyL00QhAEo22cfrYSgyyZ8Xim9dlLd0XAtAbvyTq8cP,745.79,576.40
2227,2717,bG8tWLoUEwPdQW3tJS8TUdEJYMBRHAfEnalQO4XCVBb67cKSjk,AELiy9p8mSwhNZNtw6bA7QM6CqrBoapGeOuiQWRuEukfHKKz7O,846.82,609.95
2228,2797,IacrFZ1vLY3JLZmToQGNkRCPK06zadG7RTmriUHA1Rl3aeHHjZ,YSq07e4v0AlLVaBz7G9SOnPTJN5cZXJQGyttjXxEgXHIsJ7mBA,777.54,45.73
2229,2371,mZzbTzUYwB2ssaNIQg7rvJhuKCnEgblobV5pdVJ23ZyXr6fjAu,g4GVo4s8GNavPy5NNwaIg4PfW2RcakEP8ktRLdURgG40tPk4Dc,9.81,567.44
2230,2200,pVrictEoCU3MQ8xmSPQi476U0qSqHiOj33ZLSCetjRQZzzVtMm,H5hk2pEpODKbRtSya4UYKLugAPnySObtiFW1yNNc71QmvXY9ze,201.32,56.44
2231,2829,UA9UiCnUDS888SNjmzzwNOPXnZU0hVAVhHp0k1FxIMesYY31Fb,Yi6D8JDiPs6U9HuDhPpDKNzAMLWY5qEA3QxzX0z3vI3vQhG7Hc,741.30,853.17
2232,2521,gkVW2hPlwxLCoSDPIWOrMXbFjXQAdcWboiwA4uc56q5LBvX5OT,y9uaxHjSvV6FOqP3gpKKXEBsZntwfB2pS9dVeNR5WnLd6RiXNE,122.02,929.13
2233,2240,1ZWxOarPh84LGlTtWQY9yXk3CfvWQSjxFZEtXm0ODl7W6KNgtU,AjQFekWesOxXXMKuSXkef2yGDcuniDnOpWMk4DMM4LKhky4wZd,986.55,504.23
2234,2750,JcSwtkOoO1YSq67hqm8W3RE2vhJIbMVTqBNfrcZfcVKoDagvnd,mtvkkQAEMYu4PacZHs0G7HFBZm7VJT8e8briONYIsApuiXNaZX,600.45,827.85
2235,2285,d2TNQ9lvL8pYdo1k9aZn83pbZiyIRD8XgLSfnRA4ydoh4vyNTA,Nmtk4WNSubkfXW3lVLlIqPVTxww6q303UO6cVN2jRjfp4FSgZ3,480.32,885.36
2236,2870,SRDOYzh6G3PoKHKM0If9VB4r1gtHcCJ0f3keiy4Co5cWAovt35,nkP8SfJEXIIreEygmVd255fOUK5biptftWclhbFqVNM110Vu7N,676.45,221.97
2237,2971,gKcnTD6VTbIkWqwceyZuIq9Pyq0Obc8asB48JBrnYTA9mJawgi,W2vcWRFpetTeW4h0E9dGg9EOZctaegeJBNChvBrSVkgUlyZ5hx,31.82,204.84
2238,2594,5JPciOtnCKlFWqWSv93bylkrwiKehl31pr0SReNbPNwhlbJy5u,0cwI6IwDDBdrTMOssftMPAXzZa3dxEGRl4QDywaAEuYTiPENYN,749.60,720.51
2239,2722,0rBxQi6dAE3foA9Bly15EbIgnirrYfWU911pN4prNIPoSvsrEV,NDg92dk89nsbO1CYQupQkZmZCQCsD3ddYixPqFJWtWJ6jAcCsh,49.41,958.89
2240,2112,B8irV080OIyEb7WJbL4sLelbhFIhX2G9J3I5Fql5VSdzglDR47,xP452Twn3RoZL0VqoknJja4skghj1xrRjbd6BIECaPSzlKCIBe,958.31,898.76
2241,2248,6GlRf7Wk1CAu1RfPyfIyurMClPKpdhEQt3KZVdUSZsYpfs3sum,jw2dXANvzsyv5JqMNM5TrsZDyWCaRjQVxm9HHW2ceIp1foEnA0,765.15,561.87
2242,2913,g2e5CuxV6akIpJou7Vg3fOwwvzxie9RCEJaYbLoRQBQa6DdoGs,udwPhCB7Dna4bsW4udQZdRp0zq25kx0RlVZi3jTk6HFh1AXq67,725.87,583.57
2243,2403,GImmg26jxqH2lNfpsCnYJ219hTt3caRO0tBFHuaqnVQR2U7uPx,pv2npquZcADU9WJRoh3Zq9WtZHdJrtRLvASy8notA62nMI5Vh0,239.99,196.68
2244,2213,KA4VnaEGGawwNzJe6KANufZRa6R6kUgQDmAIKwaRP4rxe1cNMF,jJriqIqOPrkGe8jqZdZHbdL8yTWpDxAa9eRS2cTUDSn5I3GLtg,298.24,6.75
2245,2208,tD5jn8M1ea092dM6278bfXDB3Mtkf315FaYAX2ML7Bsh4n18Xe,2K79UGdPafKfpEZWngv5zrzyqJqkHGTHAxO2txD6FdvVMoshDk,299.63,549.94
2246,2198,n6L8ZoX45Vi8mkhbApiMjwP3dH0vyF9GLklBoaqPpgroFo3q4d,u2Zj9EjJbLf52tfZwWLxwbpTT99TIM4rNKBqVQDvtwBrPe5C5j,106.36,444.95
2247,2433,BYsTPgPyoiCx6N4Kw6o82KGi1wHWMs5znrr46dhge6f6iGBmbT,ThGqntNGf2A72273IZvqhMCPclnt8DDMwyAu7Rha2zxTrIlEhG,844.62,685.29
2248,2983,CbianICR5QbKoDA90QGFAulutBiBdPmpINrYnypHLoJjDfChAH,CZt73YzDlu286unVauH7ZUFt6NkI08H3duqguqi1dtE5VLtV1L,808.16,316.15
2249,2445,a905jCZ0dvNKWANaQfSJWDMVKewYuoQ3aetmzlQC6lqnxGuZHa,rGusO3rrKu4AymaSrv9fLjQI30lLlOzIp7Rt48M1Y8Q0cCS5a5,821.76,788.23
2250,2053,jNPYHPBzZGffy5CWTIJUg8wTDFlyQofyq4Yj9oPUs1o4Dp55hC,E1gEJbXxkpVPWqCOvcjOirdVYe8V6qs7xY7fEtT3VrJ2GMEtJn,875.24,503.06
2251,2565,wcKeqlMX2VYyi4nsJNgJjse4adNFWLBoYeANUlNCvHO1YaxTVW,LsW5ajBTjUtoHMOpgqoA0XOSucLmBicM2686AwOEdk5qWGHE1B,481.99,336.19
2252,2242,mUfPyxbWs94esJ4zMxmLdNEPRQVCwfgWmDRYU1KxBSsiyBQlTb,WxOi3PpPBC1pxeZPJMCYSqWW2w3Ew7x7TdMMYIngxR8YrPIki9,972.22,921.19
2253,2111,sU7A6ZBfiVeLBfkEZgVooZj2xJJCXXMg4MDIznYwkuZktgYeHn,WvTX0RBu2tjC4QHKPbUddRdFpt4lWcLBw14WIk6KFcsRXDialF,738.29,633.90
2254,2123,2VosxBKuJWs4XDqIGTl9PbUE9Cl1ZA3yQmjQlyKEOlcXdNxNRj,i8XrMADexz3tRBaDKYpuecVEcz7Tn3TTKsNK1OigF752iflGDT,700.58,514.40
2255,2147,gQBMesXgTnvb4uBFyVVhV3j0jODCPWYdvec5dRJXhmojvfl2SO,UNSv69Yt9IX9HNLSRw9h0F986SiVcGSscY1z1lHG0nxKH9PzQE,312.98,632.77
2256,2137,mNYC8ckyiX99DkVvhL3ijRckJrrbeESNRBFoDjxbUZ706AIhO8,p3aZsEAwLqa9vR5WXBPXl9qtgVom3FRHLx2RSBboWDuqqkASVC,945.26,29.28
2257,2504,S935h8pImiAXjLpBJCZ2pS5vN0erNp20gpitAoalmwNUniTcyO,iAMWy5P7vmSx1vo4YhFl5eSdX4gSkmZSgEihp21pVZfVYmIUHG,646.44,964.63
2258,2776,Ixd1T5MUn29Y1w2geIifgekXJPwJagKBhAJHvXJ9tVW4a36hut,vQEuk3P9Z4WCimX79AFVafiKCaHWbIgJ82TkEzPlZH00hQSdqh,916.20,200.25
2259,2041,3NZ1xwkOcKBg5WGVVdj7e9ibv4ErrWMBl0WGbKBLbbqlvetpHX,YWNJx8m60mTgTPebK0Q0CSau7RpQQ7uT335F0VUu6wnqD1d1uu,776.64,616.36
2260,2255,bAowrYKu7lrAEtGvQLuU9OakSn2JlhzpelvYdpFvzRhGy86WX8,FmNLjZzs3h3tdhS8KhlSYnFIxHY70iB30CMBgwWLcOaHs3s6QN,260.46,631.04
2261,2642,HLuVDLiKTecGNJRpiCq1Q96E88346PExtKs3Lx3vXodwsffoQo,iTUTdQ54c7LJymxwMiUKegrxYq4X8Fy58oZXDyvKLZbHkHYdo5,854.06,383.78
2262,2122,p03IZRJ6gWGJ1G4slFsiy13W23DQS4ZyvIBUDkl3w6DPLHJnUW,fDCWaYcwcYcEbDlj1dORGCyOM857YRJjhhQWq6J3t48WdfvIJ4,609.07,639.71
2263,2361,OqUlYNKjKDV925FV3VPyqkfb7oZRqP97hRof9fhkOuNdLD9bH7,q9gZNvLYdNsz0mVeKLKOHvsbonMOyXzI8vGpjnOq3CMyzASBr8,447.28,622.62
2264,2685,vbTJzLQUobS0bilA7YIfopfa0CkM3puL2PhpVXLhXFsB9macxh,ENV77O4Cdb6hBegNfA5tt2O2cLHdodDxJwKefy7OJcivvhSbYG,540.47,592.76
2265,2565,c5QDgUBmTQQ9USWADQTXvKF4JuZyBqXdpSDHQ7HIFXXJWlrLMk,ei0ZSvb10cYltOBeQNbrjGf6uQmpHP7r7rn3WuXcKPob0MMVUg,319.22,258.84
2266,2900,fofyYblUdhYUvrLNLBSFnCo32VnHrfw4dGa61G94fVtIDCJOXR,bkHcPIYeySiAVeIdUGxPIYJ5JMVwefdSbH5LGdlb51Ryc1OKfO,329.48,952.69
2267,2756,5oh2vnbu7zx2JUdoRp8frQFCYS4I2PZA1JTCDWecJX746wecot,GFb3sNzOmAZu0iOMyqcnO914rwrQeVX4fHOn5Lnl9BIWpB9hZU,936.08,715.74
2268,2600,RBGcSFRHbCvkknXkJW1ZNIfKHxnN9BMSHKdaq9XTDItzQSpkUH,bo7gCdvFRsPrbE2WiFALnlD8rv3EWP2L9r9qa5ujEG31jf9nYT,873.87,813.09
2269,2710,sIItjktjET9MwtkQ2u1yFmQ5Tg5hojEKcpqpmuODtX4BAAKdnj,9sBMOaQ7gInhMPmW6gGGDLdZ43ojuV0QjiEEpqhVoQE96wU4MV,360.55,362.11
2270,2880,sW5Rcw2ui5htcy0pI352dzMa3zZhK1DB8jCT5XV9ZXh8oc5GCq,6Az2Kn5KGgSUigvt0CsLsdVpQKzJwjOkl3ihkK3ILtACGJWKqg,41.92,24.61
2271,2535,U59jRS49eQkm1wFln9FIurisxXilvKv14t80gymsD8qtZ7tsMB,s5v21aQVzcG6mD29768yFdyf7TczgRU0KyPlpylH79Ct8Z8OKC,347.48,744.94
2272,2203,90j9npDq2HXArk3FJFO8qRYktPHg8ZcPghe5TXgQLpQs3fln4B,mfwISvgD1G89LFla70OuQ2atLxVXIfEeHDfmttQTiGyG9Rx3RT,232.18,332.76
2273,2348,7bXqLBYzIOJaW2aGv0gT6Jk1kgjpjGIddhHqSEJ92E65ogbAwO,JK5VkjQJPPr8IOlw59cYWiOLueQ8X5Y1THG48a4D2ytRmNS7X2,399.56,26.48
2274,2434,g1REvcveCMrdhNbVouYf3bQgk6GkDcqJwUSSds8aU8lrKDHFJh,AC3s81nePa6rz8oFDKn8pe3S2I0DY9vFMspJ60OR06dzHX9UWS,167.96,676.49
2275,2592,swdFoJ2mpNJS5UD7MPlYUEk9raed0fG3lYe3iilSK7QyVgpHq9,zee6hpc5Z38FV8FNOYn45Oa47D01cCNcEW185ZPv4HhujPvokG,572.37,108.92
2276,2513,Y4VbjW8ofpDfyASc5e1nZJ5EeYssFljP6ulJ8vUtmcGiSOeQQ1,7afsFdW6VmZaSGQtQaC8vsWwuWaDlUxEYCm3IN8m4esK89HqVH,19.39,89.34
